Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Aaron Ekblad,D,2/7/1996,,,,,,,,0.07,0.06,0.07,0.04,0.06,0.02,0.03,0.05
Aaron Johnson,D,4/30/1983,,0.08,0.12,,0.10,,,,,,,,,,
Aaron MacKenzie,D,3/7/1981,,,,,,,,,,,,,,,
Aaron Miller,D,8/11/1971,0.02,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,0.08,0.09,0.10,,,,,,,,,,
Aaron Ward,D,1/17/1973,0.11,0.11,0.12,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,0.06,0.06,0.03
Adam Clendening,D,10/26/1992,,,,,,,,,,0.05,,,,,
Adam Foote,D,7/10/1971,0.03,0.04,0.06,0.03,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,0.03,0.02,0.02
Adam Larsson,D,11/12/1992,,,,,0.08,0.06,,0.07,0.10,0.16,0.18,0.15,0.12,0.15,0.10
Adam McQuaid,D,10/12/1986,,,,0.11,0.10,0.14,,0.12,0.13,0.12,0.14,0.15,,,
Adam Pardy,D,3/29/1984,,0.09,0.06,,0.07,,0.09,0.09,,,,,,,
Adam Pelech,D,8/16/1994,,,,,,,,,,0.10,0.07,0.10,0.11,0.06,0.06
Adrian Aucoin,D,7/3/1973,0.04,0.03,0.07,0.06,0.05,0.04,,,,,,,,,
Alain Nasreddine,D,7/10/1975,,,,,,,,,,,,,,,
Alec Martinez,D,7/26/1987,,,,0.08,0.08,,0.10,0.08,0.10,0.08,0.06,0.06,0.03,0.03,
Alec Regula,D,8/6/2000,,,,,,,,,,,,,,,
Alex Biega,D,4/4/1988,,,,,,,,,0.15,0.21,0.18,0.14,0.14,,
Alex Goligoski,D,7/30/1985,,0.04,0.04,0.04,0.03,0.06,0.05,0.05,0.05,0.08,0.06,0.04,0.05,0.05,0.03
Alex Grant,D,1/20/1989,,,,,,,,,,,,,,,
Alex Henry,D,10/18/1979,,,,,,,,,,,,,,,
Alex Petrovic,D,3/3/1992,,,,,,,,0.15,0.15,0.13,0.15,0.21,,,
Alex Pietrangelo,D,1/18/1990,,,,0.04,0.05,0.02,0.01,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03
Alex Plante,D,5/9/1989,,,,,,,,,,,,,,,
Alex Vlasic,D,6/5/2001,,,,,,,,,,,,,,,
Alexander Alexeyev,D,11/15/1999,,,,,,,,,,,,,,,
