Player,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Aaron Ekblad,,,,,,,,0.018,0.018,0.000,0.011,0.000,0.020,0.044,0.019
Aaron Johnson,0.000,,0.235,,0.000,,,,,,,,,,
Aaron Miller,,,,,,,,,,,,,,,
Aaron Ness,,,,,,,,,,,,,,,
Aaron Rome,,,,,,,,,,,,,,,
Aaron Ward,0.035,,,,,,,,,,,,,,
Adam Almquist,,,,,,,,,,,,,,,
Adam Boqvist,,,,,,,,,,,,,0.000,0.000,0.000
Adam Clendening,,,,,,,,0.046,,0.044,,,,,
Adam Foote,0.106,,,,,,,,,,,,,,
Adam Fox,,,,,,,,,,,,,0.015,0.000,0.009
Adam Larsson,,,,,0.018,,,,,,,,,,
Adam McQuaid,,,,,,,,,,,,,,,
Adam Pardy,,,,,,,,,,,,,,,
Adam Pelech,,,,,,,,,,,,,,,
Adrian Aucoin,0.033,0.012,0.046,0.061,0.000,,,,,,,,,,
Alain Nasreddine,,,,,,,,,,,,,,,
Alec Martinez,,,,0.000,0.000,0.057,0.000,0.018,0.026,0.011,0.013,0.000,0.056,0.026,
Alec Regula,,,,,,,,,,,,,,,
Alex Biega,,,,,,,,,,,,,,,
Alex Goligoski,,0.011,0.015,0.018,0.000,0.000,0.007,0.000,0.000,0.000,0.052,0.014,0.000,0.000,0.023
Alex Grant,,,,,,,,,,,,,,,
Alex Petrovic,,,,,,,,,,,,,,,
Alex Pietrangelo,,,,0.029,0.026,0.000,0.009,0.000,0.000,0.000,0.017,0.010,0.000,0.018,0.000
Alex Plante,,,,,,,,,,,,,,,
Alex Vlasic,,,,,,,,,,,,,,,
Alexander Edler,0.016,0.015,0.000,0.021,0.021,0.056,0.033,0.037,0.012,0.000,0.050,0.034,0.029,,
Alexander Romanov,,,,,,,,,,,,,,0.000,
Alexander Sulzer,,,,0.045,,,,,,,,,,,
Alexander Urbom,,,,,,,,,,,,,,,
Alexandre Carrier,,,,,,,,,,,,,,,0.026
Alexandre Picard,0.049,0.000,0.023,0.090,,,,,,,,,,,
Alexei Emelin,,,,,,,0.056,,,,,,,,
Alexei Semenov,0.225,,,,,,,,,,,,,,
Alexei Zhitnik,0.033,,,,,,,,,,,,,,
Alexey Marchenko,,,,,,,,,,,,,,,
Allan Rourke,,,,,,,,,,,,,,,
Anders Eriksson,0.016,,,,,,,,,,,,,,
Andre Benoit,,,,,,0.000,0.010,0.000,,,,,,,
Andreas Borgman,,,,,,,,,,,,,,,
Andreas Englund,,,,,,,,,,,,,,,
Andreas Lilja,,,,,,,,,,,,,,,
Andrei Markov,0.014,0.010,0.013,,0.041,0.009,0.000,0.015,0.007,0.000,,,,,
Andrei Zyuzin,0.130,,,,,,,,,,,,,,
Andrej Meszaros,0.018,0.030,0.012,0.031,0.000,,0.037,0.022,,,,,,,
Andrej Sekera,0.047,0.000,0.000,0.013,0.032,0.000,0.000,0.000,0.000,0.000,0.000,,,,
Andrej Sustr,,,,,,,,,,,,,,,
Andrew Alberts,,,,,,,,,,,,,,,
Andrew Bodnarchuk,,,,,,,,,,,,,,,
Andrew Campbell,,,,,,,,,,,,,,,
