Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Brendan Leipsic,F,5/19/1994,,,,,,,,,,,0.05,0.07,0.11,,
Brendan Lemieux,F,3/15/1996,,,,,,,,,,,,0.23,0.24,0.23,0.23
Brendan Morrison,F,8/15/1975,0.03,0.03,0.02,0.01,0.00,,,,,,,,,,
Brendan Perlini,F,4/27/1996,,,,,,,,,,0.06,0.09,0.07,0.06,,
Brendan Ranford,F,5/3/1992,,,,,,,,,,,,,,,
Brendan Shanahan,F,1/23/1969,0.02,0.01,,,,,,,,,,,,,
Brendan Shinnimin,F,1/7/1991,,,,,,,,,,,,,,,
Brendan Woods,F,6/11/1992,,,,,,,,,,,,,,,
Brenden Morrow,F,1/16/1979,0.19,,0.18,0.17,0.14,0.13,0.13,0.16,,,,,,,
Brett Bulmer,F,4/26/1992,,,,,,,,,,,,,,,
Brett Connolly,F,5/2/1992,,,,,0.08,,,0.15,0.16,0.13,0.09,0.05,0.06,,
Brett Gallant,F,12/28/1988,,,,,,,,,,,,,,,
Brett Howden,F,3/29/1998,,,,,,,,,,,,0.08,0.09,0.13,0.13
Brett Leason,F,4/30/1999,,,,,,,,,,,,,,,0.05
Brett MacLean,F,12/24/1988,,,,,,,,,,,,,,,
Brett McLean,F,8/14/1978,0.02,0.03,,,,,,,,,,,,,
Brett Murray,F,7/20/1998,,,,,,,,,,,,,,,
Brett Ritchie,F,7/1/1993,,,,,,,,0.24,,0.17,0.24,0.26,,0.27,0.20
Brett Seney,F,2/28/1996,,,,,,,,,,,,0.09,,,
Brett Sterling,F,4/24/1984,,,,,,,,,,,,,,,
Brett Sutter,F,6/2/1987,,,,,,,,,,,,,,,
Brian Boyle,F,12/18/1984,,,0.29,0.21,0.22,0.32,0.17,0.15,0.13,0.12,0.15,0.17,0.13,,0.14
Brian Ferlin,F,6/3/1992,,,,,,,,,,,,,,,
Brian Flynn,F,7/26/1988,,,,,,,0.05,0.06,0.04,0.04,,,,,
Brian Gibbons,F,2/26/1988,,,,,,,0.05,,,,0.04,0.05,,,
Brian Gionta,F,1/18/1979,0.04,0.03,0.03,0.06,0.06,0.04,0.02,0.04,0.02,0.03,,,,,
Brian McGrattan,F,9/2/1981,0.17,,0.13,,,,0.16,,,,,,,,
Brian O'Neill,F,6/1/1988,,,,,,,,,,,,,,,
Brian Pinho,F,5/11/1995,,,,,,,,,,,,,,,
Brian Rolston,F,2/21/1973,0.03,0.04,0.06,0.05,0.08,,,,,,,,,,
Brian Sutherby,F,3/1/1982,0.18,0.18,0.23,0.20,,,,,,,,,,,
Brian Willsie,F,3/16/1978,0.08,0.08,,,,,,,,,,,,,
Brock Boeser,F,2/25/1997,,,,,,,,,,,0.03,0.02,0.03,0.04,0.03
Brock McGinn,F,2/2/1994,,,,,,,,,,0.14,0.13,0.13,0.11,0.09,0.11
Brock Nelson,F,10/15/1991,,,,,,,0.09,0.09,0.05,0.04,0.05,0.04,0.04,0.04,0.02
Brodie Dupont,F,2/17/1987,,,,,,,,,,,,,,,
Brody Sutter,F,9/26/1991,,,,,,,,,,,,,,,
Brooks Laich,F,6/23/1983,0.09,0.08,0.07,0.08,0.09,,0.09,0.12,0.16,,,,,,
Bryan Bickell,F,3/9/1986,,,,0.17,0.15,0.18,0.16,0.22,,,,,,,
Bryan Lerg,F,1/20/1986,,,,,,,,,,,,,,,
Bryan Little,F,11/12/1987,0.03,0.04,0.05,0.03,0.04,0.04,0.06,0.05,0.05,0.04,0.04,0.05,,,
Bryan Rust,F,5/11/1992,,,,,,,,,0.13,0.14,0.10,0.11,0.07,0.06,0.04
Bryan Smolinski,F,12/27/1971,0.05,,,,,,,,,,,,,,
Bryce Kindopp,F,6/14/1999,,,,,,,,,,,,,,,
Bryce Van Brabant,F,11/12/1991,,,,,,,,,,,,,,,
Bud Holloway,F,3/1/1988,,,,,,,,,,,,,,,
Buddy Robinson,F,9/30/1991,,,,,,,,,,,,,,,0.19
Byron Bitz,F,7/21/1984,,0.21,0.15,,,,,,,,,,,,
Byron Froese,F,3/12/1991,,,,,,,,,0.08,,0.11,,,,
Byron Ritchie,F,4/24/1977,0.12,,,,,,,,,,,,,,
C.J. Smith,F,12/1/1994,,,,,,,,,,,,,,,
Cal Clutterbuck,F,11/18/1987,,0.38,0.34,0.32,0.27,0.31,0.31,0.40,0.36,0.27,0.27,0.23,0.28,0.31,0.30
Cal O'Reilly,F,9/30/1986,,,0.01,0.01,0.01,,,,,,,,,,
Calle Jarnkrok,F,9/25/1991,,,,,,,,0.04,0.03,0.04,0.04,0.05,0.03,0.04,0.04
Calvin Thurkauf,F,6/27/1997,,,,,,,,,,,,,,,
Cam Atkinson,F,6/5/1989,,,,,,0.05,0.05,0.05,0.04,0.02,0.03,0.02,0.02,0.02,0.01
Cam Janssen,F,4/15/1984,,0.24,0.36,0.36,0.32,,,,,,,,,,
Cam Paddock,F,3/22/1983,,,,,,,,,,,,,,,
Cameron Hillis,F,6/24/2000,,,,,,,,,,,,,,,
Cameron Hughes,F,10/9/1996,,,,,,,,,,,,,,,
Carl Grundstrom,F,12/1/1997,,,,,,,,,,,,,,0.19,0.23
Carl Hagelin,F,8/23/1988,,,,,0.08,0.06,0.06,0.08,0.07,0.08,0.09,0.08,0.03,0.02,0.04
Carl Klingberg,F,1/28/1991,,,,,,,,,,,,,,,
Carl Soderberg,F,10/12/1985,,,,,,,0.05,0.06,0.02,0.03,0.06,0.07,0.07,0.11,
