Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Aaron Ekblad,D,2/7/1996,,,,,,,,0.102,0.115,0.141,0.106,0.088,0.101,0.098,0.118
Aaron Johnson,D,4/30/1983,,0.058,0.058,,0.064,,,,,,,,,,
Aaron MacKenzie,D,3/7/1981,,,,,,,,,,,,,,,
Aaron Miller,D,8/11/1971,0.040,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,0.063,0.055,0.060,,,,,,,,,,
Aaron Ward,D,1/17/1973,0.053,0.053,0.041,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,0.079,0.071,0.078
Adam Clendening,D,10/26/1992,,,,,,,,,,0.080,,,,,
Adam Foote,D,7/10/1971,0.050,0.036,0.036,0.046,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,0.095,0.075,0.084
Adam Larsson,D,11/12/1992,,,,,0.063,0.060,,0.084,0.045,0.060,0.072,0.071,0.069,0.052,0.071
Adam McQuaid,D,10/12/1986,,,,0.055,0.065,0.058,,0.056,0.042,0.050,0.077,0.043,,,
Adam Pardy,D,3/29/1984,,0.048,0.046,,0.050,,0.056,0.041,,,,,,,
Adam Pelech,D,8/16/1994,,,,,,,,,,0.063,0.082,0.084,0.065,0.074,0.069
Adrian Aucoin,D,7/3/1973,0.067,0.078,0.085,0.078,0.088,0.061,,,,,,,,,
Alain Nasreddine,D,7/10/1975,,,,,,,,,,,,,,,
Alec Martinez,D,7/26/1987,,,,0.068,0.090,,0.065,0.093,0.064,0.072,0.056,0.058,0.062,0.067,
Alec Regula,D,8/6/2000,,,,,,,,,,,,,,,
Alex Biega,D,4/4/1988,,,,,,,,,0.078,0.084,0.125,0.128,0.070,,
Alex Goligoski,D,7/30/1985,,0.067,0.065,0.085,0.080,0.078,0.061,0.069,0.068,0.065,0.071,0.068,0.072,0.069,0.070
Alex Grant,D,1/20/1989,,,,,,,,,,,,,,,
Alex Henry,D,10/18/1979,,,,,,,,,,,,,,,
Alex Petrovic,D,3/3/1992,,,,,,,,0.062,0.058,0.068,0.065,0.084,,,
Alex Pietrangelo,D,1/18/1990,,,,0.101,0.107,0.084,0.083,0.096,0.102,0.088,0.095,0.096,0.124,0.132,0.113
Alex Plante,D,5/9/1989,,,,,,,,,,,,,,,
Alex Vlasic,D,6/5/2001,,,,,,,,,,,,,,,
Alexander Alexeyev,D,11/15/1999,,,,,,,,,,,,,,,
Alexander Edler,D,4/21/1986,0.072,0.079,0.092,0.091,0.104,0.090,0.118,0.093,0.083,0.084,0.099,0.084,0.097,0.105,0.083
Alexander Romanov,D,1/6/2000,,,,,,,,,,,,,,0.090,0.083
Alexander Sulzer,D,5/30/1984,,,,0.049,,,,,,,,,,,
Alexander Urbom,D,12/20/1990,,,,,,,,,,,,,,,
Alexander Yelesin,D,2/7/1996,,,,,,,,,,,,,,,
Alexandre Carrier,D,10/8/1996,,,,,,,,,,,,,,,0.064
Alexandre Picard,D,7/5/1985,,0.066,0.070,0.068,,,,,,,,,,,
Alexei Emelin,D,4/25/1986,,,,,0.054,0.051,0.052,0.034,0.052,0.058,0.050,,,,
Alexei Semenov,D,4/10/1981,,0.048,,,,,,,,,,,,,
Alexei Zhitnik,D,10/10/1972,0.074,,,,,,,,,,,,,,
Alexey Marchenko,D,1/2/1992,,,,,,,,,0.046,0.060,,,,,
Allan Rourke,D,3/6/1980,,,,,,,,,,,,,,,
Anders Eriksson,D,1/9/1975,0.042,,,,,,,,,,,,,,
Andre Benoit,D,1/6/1984,,,,,,0.083,0.063,0.041,,,,,,,
Andreas Borgman,D,6/18/1995,,,,,,,,,,,0.076,,,,
Andreas Englund,D,1/21/1996,,,,,,,,,,,,,,,
Andreas Lilja,D,7/13/1975,0.061,0.075,,0.049,0.067,,,,,,,,,,
Andrei Markov,D,12/20/1978,0.056,0.064,0.070,,,0.057,0.063,0.075,0.064,0.087,,,,,
Andrei Mironov,D,7/29/1994,,,,,,,,,,,,,,,
Andrei Zyuzin,D,1/21/1978,0.054,,,,,,,,,,,,,,
Andrej Meszaros,D,10/13/1985,0.088,0.072,0.085,0.081,0.086,,0.091,0.053,,,,,,,
Andrej Sekera,D,6/8/1986,0.048,0.066,0.068,0.054,0.064,0.042,0.073,0.060,0.076,0.063,0.069,,0.069,0.053,0.068
Andrej Sustr,D,11/29/1990,,,,,,,0.067,0.050,0.058,0.075,0.083,,,,0.056
Andrew Alberts,D,6/30/1981,0.039,0.044,0.048,0.037,0.034,,,,,,,,,,
Andrew Bodnarchuk,D,7/11/1988,,,,,,,,,0.020,,,,,,
Andrew Campbell,D,2/4/1988,,,,,,,,0.057,,,,,,,
Andrew Ference,D,3/17/1979,0.053,0.063,0.063,0.067,0.081,0.082,0.066,0.055,,,,,,,
Andrew Hutchinson,D,3/24/1980,,0.100,,,,,,,,,,,,,
Andrew MacDonald,D,9/7/1986,,,0.047,0.049,0.041,0.038,0.037,0.044,,0.050,0.066,0.062,,,
Andrew MacWilliam,D,3/25/1990,,,,,,,,,,,,,,,
Andrew Peeke,D,3/17/1998,,,,,,,,,,,,,,,0.050
Andrey Pedan,D,7/3/1993,,,,,,,,,,,,,,,
Andrey Zubarev,D,3/3/1987,,,,,,,,,,,,,,,
Andy Greene,D,10/30/1982,0.034,0.044,0.040,0.049,0.051,0.054,0.067,0.052,0.042,0.068,0.068,0.077,0.061,0.065,0.060
Andy Sutton,D,3/10/1975,0.057,,0.061,0.068,0.062,,,,,,,,,,
Andy Welinski,D,4/27/1993,,,,,,,,,,,,,,,
Andy Wozniewski,D,5/25/1980,0.056,,,,,,,,,,,,,,
Anssi Salmela,D,8/13/1984,,,0.077,0.070,,,,,,,,,,,
Anthony Bitetto,D,7/15/1990,,,,,,,,,,,0.059,0.071,0.078,,
Anthony DeAngelo,D,10/24/1995,,,,,,,,,,0.088,,,,,
Anton Babchuk,D,5/6/1984,,0.089,,0.082,0.079,,,,,,,,,,
Anton Belov,D,7/29/1986,,,,,,,0.050,,,,,,,,
Anton Lindholm,D,11/29/1994,,,,,,,,,,,0.039,,,,
Anton Stralman,D,8/1/1986,0.064,0.076,0.067,0.065,0.062,0.076,0.069,0.088,0.087,0.086,0.089,0.068,0.072,0.056,0.077
Anton Volchenkov,D,2/25/1982,0.065,0.064,0.062,0.068,0.056,0.077,0.058,0.064,,,,,,,
Artem Zub,D,10/3/1995,,,,,,,,,,,,,,0.049,0.058
Artemi Kniazev,D,1/4/2001,,,,,,,,,,,,,,,
Arturs Kulda,D,7/25/1988,,,,,,,,,,,,,,,
Ashton Sautner,D,5/27/1994,,,,,,,,,,,,,,,
Austin Strand,D,2/17/1997,,,,,,,,,,,,,,,
Barret Jackman,D,3/5/1981,0.049,0.052,0.054,0.059,0.058,0.052,0.065,0.074,0.073,,,,,,
Ben Chiarot,D,5/9/1991,,,,,,,,0.062,0.082,0.060,0.071,0.082,0.089,0.101,0.092
Ben Gleason,D,3/25/1998,,,,,,,,,,,,,,,
Ben Harpur,D,1/12/1995,,,,,,,,,,,0.053,0.066,,0.065,
Ben Hutton,D,4/20/1993,,,,,,,,,0.069,0.088,0.090,0.077,0.102,0.079,0.092
Ben Lovejoy,D,2/20/1984,,,,0.090,0.107,0.085,0.076,0.078,0.082,0.059,0.092,0.096,,,
Ben Thomas,D,5/28/1996,,,,,,,,,,,,,,,
Blake Hillman,D,1/26/1996,,,,,,,,,,,,,,,
Bobby Allen,D,11/14/1978,,,,,,,,,,,,,,,
Bobby Sanguinetti,D,2/29/1988,,,,,,0.097,,,,,,,,,
Bogdan Kiselevich,D,2/14/1990,,,,,,,,,,,,0.029,,,
Boris Valabik,D,2/14/1986,,0.030,,,,,,,,,,,,,
Bowen Byram,D,6/13/2001,,,,,,,,,,,,,,,
Brad Hunt,D,8/24/1988,,,,,,,,,,,0.090,0.098,0.104,,0.089
Brad Lukowich,D,8/12/1976,0.031,0.053,,,,,,,,,,,,,
Brad Stuart,D,11/6/1979,0.075,0.079,0.078,0.064,0.063,0.050,0.064,0.059,,,,,,,
Braden Schneider,D,9/20/2001,,,,,,,,,,,,,,,0.050
Brady Austin,D,6/16/1993,,,,,,,,,,,,,,,
Brady Keeper,D,6/5/1996,,,,,,,,,,,,,,,
Brady Skjei,D,3/26/1994,,,,,,,,,,0.097,0.094,0.086,0.108,0.109,0.114
Brandon Carlo,D,11/26/1996,,,,,,,,,,0.067,0.066,0.091,0.092,,0.088
Brandon Davidson,D,8/21/1991,,,,,,,,,0.070,0.076,0.078,,,,
Brandon Gormley,D,2/18/1992,,,,,,,,,,,,,,,
Brandon Manning,D,6/4/1990,,,,,,,,,0.076,0.077,0.100,0.061,,,
Brandon Montour,D,4/11/1994,,,,,,,,,,,0.099,0.106,0.085,0.094,0.108
Branislav Mezei,D,10/8/1980,0.050,,,,,,,,,,,,,,
Brayden McNabb,D,1/21/1991,,,,,,,,0.069,0.068,0.068,0.061,0.057,0.056,0.056,0.071
Brayden Pachal,D,8/23/1999,,,,,,,,,,,,,,,
Braydon Coburn,D,2/27/1985,0.073,0.066,0.072,0.073,0.069,0.052,0.070,0.059,0.079,0.084,0.074,0.105,0.082,,
Brendan Bell,D,3/31/1983,,0.070,,,,,,,,,,,,,
Brendan Guhle,D,7/29/1997,,,,,,,,,,,,,,,
Brendan Mikkelson,D,6/22/1987,,0.047,,,0.075,,,,,,,,,,
Brendan Smith,D,2/8/1989,,,,,,0.053,0.075,0.067,0.073,0.062,0.093,0.073,0.073,0.077,0.108
Brendan Witt,D,2/20/1975,0.057,0.048,0.048,,,,,,,,,,,,
Brenden Dillon,D,11/13/1990,,,,,,0.085,0.067,0.062,0.079,0.068,0.066,0.051,0.046,0.052,0.060
Brendon Nash,D,3/31/1987,,,,,,,,,,,,,,,
Brennan Menell,D,5/24/1997,,,,,,,,,,,,,,,
Brent Burns,D,3/9/1985,0.085,0.101,0.097,0.081,0.104,,0.200,0.112,0.160,0.148,0.160,0.146,0.120,0.093,0.095
Brent Regner,D,5/17/1989,,,,,,,,,,,,,,,
Brent Seabrook,D,4/20/1985,0.098,0.075,0.071,0.071,0.075,0.054,0.077,0.085,0.079,0.067,0.081,0.115,0.069,,
Brent Sopel,D,1/7/1977,0.058,,0.055,0.050,,,,,,,,,,,
Bret Hedican,D,8/10/1970,0.079,0.055,,,,,,,,,,,,,
Brett Bellemore,D,6/25/1988,,,,,,,0.056,0.034,,,,,,,
Brett Carson,D,11/29/1985,,,0.047,,,,,,,,,,,,
Brett Clark,D,12/23/1976,0.062,0.052,0.055,0.051,0.049,,,,,,,,,,
Brett Festerling,D,3/3/1986,,0.029,0.055,,,,,,,,,,,,
Brett Kulak,D,1/6/1994,,,,,,,,,,,0.085,0.103,0.108,0.079,0.073
Brett Lebda,D,1/15/1982,0.082,0.080,0.066,0.057,,,,,,,,,,,
Brett Lernout,D,9/24/1995,,,,,,,,,,,,,,,
Brett Pesce,D,11/15/1994,,,,,,,,,0.071,0.071,0.076,0.077,0.089,0.080,0.105
Brett Skinner,D,6/28/1983,,,,,,,,,,,,,,,
Brian Campbell,D,5/23/1979,0.057,0.049,0.075,0.054,0.056,0.047,0.053,0.058,0.061,0.055,,,,,
Brian Dumoulin,D,9/6/1991,,,,,,,,,0.075,0.058,0.069,0.067,,0.060,0.057
Brian Fahey,D,3/2/1981,,,,,,,,,,,,,,,
Brian Lashoff,D,7/16/1990,,,,,,0.055,0.046,,,,,,,,
Brian Lee,D,3/26/1987,,0.059,,0.047,0.043,,,,,,,,,,
Brian Pothier,D,4/15/1977,0.097,,0.067,,,,,,,,,,,,
Brian Rafalski,D,9/28/1973,0.086,0.071,0.071,0.074,,,,,,,,,,,
Brian Salcido,D,4/14/1985,,,,,,,,,,,,,,,
Brian Strait,D,1/4/1988,,,,,,,0.058,0.069,0.060,,,,,,
Brinson Pasichnuk,D,11/24/1997,,,,,,,,,,,,,,,
Brogan Rafferty,D,5/28/1995,,,,,,,,,,,,,,,
Brooks Orpik,D,9/26/1980,0.041,0.026,0.047,0.051,0.032,0.038,0.040,0.050,0.048,0.083,0.051,0.068,,,
Bruno Gervais,D,10/3/1984,0.040,0.061,0.063,0.052,0.082,0.077,,,,,,,,,
Bryan Allen,D,8/21/1980,0.048,,0.059,0.047,0.061,0.038,0.058,,,,,,,,
Bryan Berard,D,3/5/1977,0.065,,,,,,,,,,,,,,
Bryan Helmer,D,7/15/1972,,,,,,,,,,,,,,,
Bryan McCabe,D,6/8/1975,0.062,0.076,0.079,0.081,,,,,,,,,,,
Bryan Rodney,D,4/22/1984,,,,,,,,,,,,,,,
Bryan Young,D,8/6/1986,,,,,,,,,,,,,,,
Bryce Salvador,D,2/11/1976,0.028,0.058,0.039,,0.043,0.051,0.048,,,,,,,,
Cade Fairchild,D,1/15/1989,,,,,,,,,,,,,,,
Cal Foote,D,12/13/1998,,,,,,,,,,,,,,0.100,0.073
Cale Fleury,D,11/19/1998,,,,,,,,,,,,,0.090,,
Cale Makar,D,10/30/1998,,,,,,,,,,,,,0.093,0.085,0.119
Caleb Jones,D,6/6/1997,,,,,,,,,,,,,0.069,0.059,0.067
Calen Addison,D,4/11/2000,,,,,,,,,,,,,,,
Calle Rosen,D,2/2/1994,,,,,,,,,,,,,,,
Calvin de Haan,D,5/9/1991,,,,,,,0.067,0.084,0.073,0.076,0.071,0.079,,0.080,0.087
Cam Barker,D,4/4/1986,0.061,0.059,0.082,0.048,,,,,,,,,,,
Cam Dineen,D,6/19/1998,,,,,,,,,,,,,,,0.110
Cam Fowler,D,12/5/1991,,,,0.072,0.062,0.056,0.055,0.047,0.058,0.077,0.064,0.055,0.077,0.060,0.061
Cam York,D,1/5/2001,,,,,,,,,,,,,,,
Cameron Gaunce,D,3/19/1990,,,,,,,,,,,,,,,
Cameron Schilling,D,10/7/1988,,,,,,,,,,,,,,,
Carl Dahlstrom,D,1/28/1995,,,,,,,,,,,,0.066,,,
Carl Gunnarsson,D,11/9/1986,,,0.053,0.056,0.051,0.036,0.034,0.046,0.045,0.045,0.061,,0.062,,
Carl Sneep,D,11/5/1987,,,,,,,,,,,,,,,
Carlo Colaiacovo,D,1/27/1983,,0.061,0.064,0.062,0.053,,,0.077,0.055,,,,,,
Carson Soucy,D,7/27/1994,,,,,,,,,,,,,0.075,0.063,0.086
Casey Borer,D,7/28/1985,,,,,,,,,,,,,,,
