Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
A.J. Greer,F,12/14/1996,,,,,,,,,,,,,,,
Aaron Downey,F,8/27/1974,0.993,,,,,,,,,,,,,,
Aaron Ekblad,D,2/7/1996,,,,,,,,4.798,8.560,3.345,7.407,6.239,4.114,8.101,9.100
Aaron Gagnon,F,4/24/1986,,,,,,,,,,,,,,,
Aaron Johnson,D,4/30/1983,,11.550,9.380,,3.991,,,,,,,,,,
Aaron MacKenzie,D,3/7/1981,,,,,,,,,,,,,,,
Aaron Miller,D,8/11/1971,5.973,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Palushaj,F,9/7/1989,,,,,2.829,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,0.000,2.148,8.401,,,,,,,,,,
Aaron Volpatti,F,5/30/1985,,,,,,5.018,11.181,,,,,,,,
Aaron Voros,F,7/2/1981,16.670,10.018,9.591,,,,,,,,,,,,
Aaron Ward,D,1/17/1973,11.122,5.780,4.823,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Beckman,F,5/10/2001,,,,,,,,,,,,,,,
Adam Berti,F,7/1/1986,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,10.980,3.885,14.977
Adam Brooks,F,5/6/1996,,,,,,,,,,,,,,,
Adam Burish,F,1/6/1983,4.801,7.800,,9.658,7.961,0.163,,,,,,,,,
Adam Clendening,D,10/26/1992,,,,,,,,,,2.981,,,,,
Adam Cracknell,F,7/15/1985,,,,,,,,,7.758,11.731,,,,,
Adam Erne,F,4/20/1995,,,,,,,,,,,,8.284,3.371,12.710,5.710
Adam Foote,D,7/10/1971,2.123,8.468,3.089,3.623,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,7.097,3.029,8.704
Adam Gaudette,F,10/3/1996,,,,,,,,,,,,10.999,13.414,8.241,4.010
Adam Hall,F,8/14/1980,5.728,5.131,,4.788,3.871,0.712,5.073,,,,,,,,
Adam Henrique,F,2/6/1990,,,,,11.817,10.659,15.394,10.131,18.590,11.010,16.058,11.311,15.433,18.938,11.501
Adam Johnson,F,6/22/1994,,,,,,,,,,,,,,,
Adam Larsson,D,11/12/1992,,,,,3.560,0.185,,3.619,4.844,4.921,4.660,2.680,1.688,8.071,7.243
Adam Lowry,F,3/29/1993,,,,,,,,10.477,10.579,10.724,12.111,11.590,4.840,13.868,10.491
Adam Mair,F,2/15/1979,8.841,10.833,9.258,2.231,,,,,,,,,,,
Adam McQuaid,D,10/12/1986,,,,6.561,3.180,4.000,,1.791,2.543,3.628,3.041,11.422,,,
Adam Pardy,D,3/29/1984,,2.741,5.570,,0.018,,0.163,0.298,,,,,,,
Adam Payerl,F,3/4/1991,,,,,,,,,,,,,,,
Adam Pelech,D,8/16/1994,,,,,,,,,,7.819,3.054,4.711,2.280,3.950,2.988
Adam Pineault,F,5/23/1986,,,,,,,,,,,,,,,
Adam Raska,F,9/25/2001,,,,,,,,,,,,,,,
Adam Ruzicka,F,5/11/1999,,,,,,,,,,,,,,,
Adrian Aucoin,D,7/3/1973,8.462,9.750,8.853,5.958,4.269,3.623,,,,,,,,,
Adrian Kempe,F,9/13/1996,,,,,,,,,,,14.457,11.779,6.884,11.731,14.780
Akim Aliu,F,4/24/1989,,,,,,,,,,,,,,,
Alain Nasreddine,D,7/10/1975,,,,,,,,,,,,,,,
