Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Danny DeKeyser,D,3/7/1990,,,,,,,0.052,0.048,0.054,0.044,0.048,0.058,,0.043,0.048
Danny Richmond,D,8/1/1984,,,,,,,,,,,,,,,
Danny Syvret,D,6/13/1985,,,,,,,,,,,,,,,
Dante Fabbro,D,6/20/1998,,,,,,,,,,,,,0.061,0.060,0.045
Darnell Nurse,D,2/4/1995,,,,,,,,,0.072,0.073,0.064,0.062,0.055,0.072,0.059
Darren Dietz,D,7/17/1993,,,,,,,,,,,,,,,
Darren Raddysh,D,2/28/1996,,,,,,,,,,,,,,,
Darryl Sydor,D,5/13/1972,0.035,0.028,0.030,,,,,,,,,,,,
David Farrance,D,6/23/1999,,,,,,,,,,,,,,,
David Hale,D,6/18/1981,0.081,0.062,0.061,,,,,,,,,,,,
David Liffiton,D,10/18/1984,,,,,,,,,,,,,,,
David Musil,D,4/9/1993,,,,,,,,,,,,,,,
David Rundblad,D,10/8/1990,,,,,,,,0.046,,,,,,,
David Savard,D,10/22/1990,,,,,0.065,,0.048,0.071,0.050,0.053,0.046,0.046,0.050,0.045,0.052
David Schlemko,D,5/7/1987,,,,0.063,0.037,,0.053,0.044,0.039,0.038,0.032,,,,
David Tanabe,D,7/19/1980,,,,,,,,,,,,,,,
David Warsofsky,D,5/30/1990,,,,,,,,,,,,,,,
Davis Drewiske,D,11/22/1984,,,0.049,0.065,,,,,,,,,,,
Dean Kukan,D,7/8/1993,,,,,,,,,,,,,0.049,0.044,0.049
Declan Chisholm,D,1/12/2000,,,,,,,,,,,,,,,
Denis Gauthier,D,10/1/1976,,0.089,,,,,,,,,,,,,
Denis Grebeshkov,D,10/11/1983,0.045,0.053,0.059,,,,,,,,,,,,
Dennis Cholowski,D,2/15/1998,,,,,,,,,,,,0.049,0.038,,
Dennis Gilbert,D,10/30/1996,,,,,,,,,,,,,,,
Dennis Seidenberg,D,7/18/1981,0.039,0.049,0.046,0.045,0.040,0.028,0.032,0.039,0.041,0.042,,,,,
Dennis Wideman,D,3/20/1983,0.058,0.043,0.045,0.048,0.052,0.029,0.041,0.037,0.046,0.048,,,,,
Derek Forbort,D,3/4/1992,,,,,,,,,,0.062,0.059,0.053,,0.058,0.063
Derek Joslin,D,3/17/1987,,,,0.049,0.110,,,,,,,,,,
Derek Meech,D,4/21/1984,0.044,0.056,0.052,,,,,,,,,,,,
Derek Morris,D,8/24/1978,0.051,0.052,0.044,0.045,0.053,0.064,0.051,,,,,,,,
Derek Peltier,D,3/14/1985,,,,,,,,,,,,,,,
Derek Smith,D,10/13/1984,,,,,0.042,,,,,,,,,,
Derian Hatcher,D,6/4/1972,0.056,,,,,,,,,,,,,,
Derrick Pouliot,D,1/16/1994,,,,,,,,0.037,,,0.059,0.056,,,
Deryk Engelland,D,4/3/1982,,,,0.094,0.072,0.121,0.108,0.070,0.070,0.076,0.033,0.030,0.062,,
Devon Toews,D,2/21/1994,,,,,,,,,,,,0.031,0.038,0.040,0.039
Dick Tarnstrom,D,1/20/1975,0.081,,,,,,,,,,,,,,
Dillon Heatherington,D,5/9/1995,,,,,,,,,,,,,,,
Dillon Simpson,D,2/10/1993,,,,,,,,,,,,,,,
Dion Phaneuf,D,4/10/1985,0.102,0.077,0.068,0.066,0.061,0.090,0.102,0.101,0.090,0.074,0.052,0.069,,,
Dmitri Kalinin,D,7/22/1980,0.067,0.044,,,,,,,,,,,,,
Dmitri Samorukov,D,6/16/1999,,,,,,,,,,,,,,,
Dmitry Korobov,D,3/12/1989,,,,,,,,,,,,,,,
Dmitry Kulikov,D,10/29/1990,,,0.052,0.063,0.061,0.065,0.072,0.061,0.061,0.053,0.049,0.080,0.052,0.056,0.050
Dmitry Orlov,D,7/23/1991,,,,,0.048,,0.046,,0.045,0.060,0.037,0.045,0.050,0.044,0.051
Doug Janik,D,3/26/1980,0.093,,,,,,,,,,,,,,
Dougie Hamilton,D,6/17/1993,,,,,,0.052,0.067,0.060,0.055,0.067,0.064,0.059,0.058,0.057,0.043
Douglas Murray,D,3/12/1980,0.086,0.054,0.053,0.057,0.050,0.069,0.072,,,,,,,,
Drew Bagnall,D,10/26/1983,,,,,,,,,,,,,,,
Drew Doughty,D,12/8/1989,,0.060,0.059,0.069,0.072,0.054,0.063,0.052,0.048,0.047,0.045,0.046,0.047,0.040,0.058
Drew Fata,D,7/28/1983,,,,,,,,,,,,,,,
Duncan Keith,D,7/16/1983,0.048,0.053,0.050,0.036,0.041,0.057,0.036,0.034,0.040,0.027,0.035,0.058,0.029,0.045,0.033
Duncan Siemens,D,9/7/1993,,,,,,,,,,,,,,,
Dustin Byfuglien,D,3/27/1985,0.073,0.089,0.075,0.068,0.065,0.063,0.075,0.116,0.085,0.081,0.082,0.079,,,
Duvie Westcott,D,10/30/1977,,,,,,,,,,,,,,,
Dylan Coghlan,D,2/19/1998,,,,,,,,,,,,,,,0.050
Dylan DeMelo,D,5/1/1993,,,,,,,,,0.049,,0.064,0.050,0.059,0.046,0.045
Dylan McIlrath,D,4/20/1992,,,,,,,,,0.170,,,,,,
Dylan Olsen,D,1/3/1991,,,,,,,0.040,0.057,,,,,,,
Dylan Reese,D,8/29/1984,,,,,,,,,,,,,,,
Dylan Samberg,D,1/24/1999,,,,,,,,,,,,,,,
Dysin Mayo,D,8/17/1996,,,,,,,,,,,,,,,0.048
Ed Jovanovski,D,6/26/1976,0.066,0.068,0.053,0.042,0.045,,0.098,,,,,,,,
Egor Yakovlev,D,9/17/1991,,,,,,,,,,,,,,,
Egor Zamula,D,3/30/2000,,,,,,,,,,,,,,,
Eric Brewer,D,4/17/1979,0.062,,0.050,0.049,0.045,0.051,0.065,0.058,,,,,,,
Eric Gelinas,D,5/8/1991,,,,,,,0.048,0.073,0.054,,,,,,
Eric Gryba,D,4/14/1988,,,,,,0.067,0.091,0.097,0.110,0.130,,,,,
Erik Brannstrom,D,9/2/1999,,,,,,,,,,,,,0.068,,0.054
Erik Burgdoerfer,D,12/11/1988,,,,,,,,,,,,,,,
Erik Cernak,D,5/28/1997,,,,,,,,,,,,0.088,0.079,0.068,0.075
Erik Gudbranson,D,1/7/1992,,,,,0.099,0.091,0.113,0.073,0.067,,0.068,0.086,0.131,0.102,0.069
Erik Gustafsson,D,12/15/1988,,,,,,,0.037,,0.031,,0.033,0.044,0.043,,0.036
Erik Johnson,D,3/21/1988,0.052,,0.067,0.051,0.044,0.057,0.057,0.045,0.058,0.035,0.065,0.048,0.040,,0.039
Erik Karlsson,D,5/31/1990,,,0.048,0.059,0.051,,0.042,0.048,0.050,0.041,0.042,0.041,0.034,0.036,0.036
Erik Reitz,D,7/29/1982,,0.126,,,,,,,,,,,,,
Esa Lindell,D,5/23/1994,,,,,,,,,,0.040,0.037,0.044,0.033,0.043,0.032
Ethan Bear,D,6/26/1997,,,,,,,,,,,,,0.050,0.047,0.050
Ethan Prow,D,11/17/1992,,,,,,,,,,,,,,,
Evan Bouchard,D,10/20/1999,,,,,,,,,,,,,,,0.046
Evan McEneny,D,5/22/1994,,,,,,,,,,,,,,,
Evan Oberg,D,2/16/1988,,,,,,,,,,,,,,,
Evgeny Medvedev,D,8/27/1982,,,,,,,,,0.063,,,,,,
Fedor Tyutin,D,7/19/1983,0.056,0.060,0.052,0.045,0.063,0.049,0.054,0.053,0.048,0.047,,,,,
Filip Hronek,D,11/2/1997,,,,,,,,,,,,0.066,0.065,0.038,0.047
Filip Kuba,D,12/29/1976,0.046,0.043,0.050,0.028,0.035,0.045,,,,,,,,,
Francis Bouillon,D,10/17/1975,0.045,0.075,0.051,0.043,0.042,0.043,0.054,,,,,,,,
Francois Beauchemin,D,6/4/1980,0.053,,0.040,0.036,0.048,0.043,0.042,0.048,0.037,0.034,0.040,,,,
Frank Corrado,D,3/26/1993,,,,,,,,,0.078,,,,,,
Frantisek Kaberle,D,11/8/1973,0.044,,,,,,,,,,,,,,
