Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Aaron Ekblad,D,2/7/1996,,,,,,,,0.000,0.003,-0.002,0.001,0.001,-0.001,0.003,0.004
Aaron Johnson,D,4/30/1983,,0.004,0.003,,-0.001,,,,,,,,,,
Aaron MacKenzie,D,3/7/1981,,,,,,,,,,,,,,,
Aaron Miller,D,8/11/1971,0.000,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,-0.002,-0.002,0.002,,,,,,,,,,
Aaron Ward,D,1/17/1973,0.003,0.000,0.000,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,0.003,-0.002,0.004
Adam Clendening,D,10/26/1992,,,,,,,,,,0.000,,,,,
Adam Foote,D,7/10/1971,-0.001,0.000,-0.001,-0.001,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,0.000,-0.002,0.003
Adam Larsson,D,11/12/1992,,,,,-0.001,-0.002,,0.000,-0.001,0.000,-0.001,-0.001,-0.002,0.002,0.002
Adam McQuaid,D,10/12/1986,,,,0.001,0.000,0.000,,-0.001,0.000,0.000,0.000,0.002,,,
Adam Pardy,D,3/29/1984,,-0.001,0.001,,-0.002,,-0.003,-0.002,,,,,,,
Adam Pelech,D,8/16/1994,,,,,,,,,,0.002,-0.002,0.000,-0.002,-0.001,-0.001
Adrian Aucoin,D,7/3/1973,0.002,0.003,0.002,0.000,-0.002,-0.001,,,,,,,,,
Alain Nasreddine,D,7/10/1975,,,,,,,,,,,,,,,
Alec Martinez,D,7/26/1987,,,,0.002,0.000,,0.004,0.001,0.001,0.000,0.003,0.001,0.001,0.002,
Alec Regula,D,8/6/2000,,,,,,,,,,,,,,,
Alex Biega,D,4/4/1988,,,,,,,,,-0.003,-0.003,-0.004,-0.001,-0.003,,
Alex Goligoski,D,7/30/1985,,0.000,0.002,0.001,0.002,-0.001,-0.001,-0.001,0.000,0.000,0.003,-0.001,-0.001,0.000,-0.001
Alex Grant,D,1/20/1989,,,,,,,,,,,,,,,
Alex Henry,D,10/18/1979,,,,,,,,,,,,,,,
Alex Petrovic,D,3/3/1992,,,,,,,,-0.002,0.000,-0.002,-0.001,-0.004,,,
Alex Pietrangelo,D,1/18/1990,,,,0.001,-0.002,-0.001,-0.001,-0.002,-0.001,0.001,0.003,0.002,0.001,0.003,0.000
Alex Plante,D,5/9/1989,,,,,,,,,,,,,,,
Alex Vlasic,D,6/5/2001,,,,,,,,,,,,,,,
Alexander Alexeyev,D,11/15/1999,,,,,,,,,,,,,,,
Alexander Edler,D,4/21/1986,0.000,0.001,-0.001,-0.001,-0.001,0.000,-0.001,-0.001,0.000,0.000,0.000,0.003,0.002,-0.003,0.001
Alexander Romanov,D,1/6/2000,,,,,,,,,,,,,,-0.002,-0.001
Alexander Sulzer,D,5/30/1984,,,,-0.001,,,,,,,,,,,
Alexander Urbom,D,12/20/1990,,,,,,,,,,,,,,,
Alexander Yelesin,D,2/7/1996,,,,,,,,,,,,,,,
Alexandre Carrier,D,10/8/1996,,,,,,,,,,,,,,,-0.003
Alexandre Picard,D,7/5/1985,,-0.003,0.001,-0.001,,,,,,,,,,,
Alexei Emelin,D,4/25/1986,,,,,0.000,0.002,0.000,0.001,-0.002,-0.001,-0.001,,,,
Alexei Semenov,D,4/10/1981,,0.000,,,,,,,,,,,,,
Alexei Zhitnik,D,10/10/1972,0.000,,,,,,,,,,,,,,
Alexey Marchenko,D,1/2/1992,,,,,,,,,0.000,-0.001,,,,,
Allan Rourke,D,3/6/1980,,,,,,,,,,,,,,,
