Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
A.J. Greer,F,12/14/1996,,,,,,,,,,,,,,,
Aaron Downey,F,8/27/1974,0.013,,,,,,,,,,,,,,
Aaron Ekblad,D,2/7/1996,,,,,,,,0.008,0.006,0.004,0.004,0.004,0.014,0.005,0.005
Aaron Gagnon,F,4/24/1986,,,,,,,,,,,,,,,
Aaron Johnson,D,4/30/1983,,0.002,0.005,,0.006,,,,,,,,,,
Aaron MacKenzie,D,3/7/1981,,,,,,,,,,,,,,,
Aaron Miller,D,8/11/1971,0.004,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Palushaj,F,9/7/1989,,,,,0.004,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,0.001,0.002,0.003,,,,,,,,,,
Aaron Volpatti,F,5/30/1985,,,,,,0.004,0.000,,,,,,,,
Aaron Voros,F,7/2/1981,0.012,0.012,0.016,,,,,,,,,,,,
Aaron Ward,D,1/17/1973,0.004,0.005,0.004,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Beckman,F,5/10/2001,,,,,,,,,,,,,,,
Adam Berti,F,7/1/1986,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,0.009,0.001,0.005
Adam Brooks,F,5/6/1996,,,,,,,,,,,,,,,
Adam Burish,F,1/6/1983,0.004,0.004,,0.004,0.009,0.003,,,,,,,,,
Adam Clendening,D,10/26/1992,,,,,,,,,,0.005,,,,,
Adam Cracknell,F,7/15/1985,,,,,,,,,0.007,0.005,,,,,
Adam Erne,F,4/20/1995,,,,,,,,,,,,0.010,0.005,0.002,0.009
Adam Foote,D,7/10/1971,0.005,0.005,0.008,0.009,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,0.012,0.012,0.010
Adam Gaudette,F,10/3/1996,,,,,,,,,,,,0.006,0.010,0.005,0.009
Adam Hall,F,8/14/1980,0.003,0.005,,0.008,0.009,0.011,0.007,,,,,,,,
Adam Henrique,F,2/6/1990,,,,,0.012,0.006,0.005,0.009,0.003,0.008,0.011,0.011,0.009,0.009,0.012
Adam Johnson,F,6/22/1994,,,,,,,,,,,,,,,
Adam Larsson,D,11/12/1992,,,,,0.006,0.006,,0.008,0.004,0.002,0.002,0.004,0.002,0.002,0.006
