Player,Position,Birthdate,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22
Aaron Ekblad,D,2/7/1996,,,,,,,,0.004,-0.008,-0.008,0.005,0.010,-0.012,0.018,-0.003
Aaron Johnson,D,4/30/1983,-0.003,,0.021,,0.005,,,,,,,,,,
Aaron Miller,D,8/11/1971,,,,,,,,,,,,,,,
Aaron Ness,D,5/18/1990,,,,,,,,,,,,,,,
Aaron Rome,D,9/27/1983,,,,,,,,,,,,,,,
Aaron Ward,D,1/17/1973,-0.003,,,,,,,,,,,,,,
Adam Almquist,D,2/27/1991,,,,,,,,,,,,,,,
Adam Boqvist,D,8/15/2000,,,,,,,,,,,,,-0.016,-0.007,0.016
Adam Clendening,D,10/26/1992,,,,,,,,0.014,,0.016,,,,,
Adam Foote,D,7/10/1971,0.003,,,,,,,,,,,,,,
Adam Fox,D,2/17/1998,,,,,,,,,,,,,-0.009,-0.003,-0.013
Adam Larsson,D,11/12/1992,,,,,-0.011,,,,,,,,,,
Adam McQuaid,D,10/12/1986,,,,,,,,,,,,,,,
Adam Pardy,D,3/29/1984,,,,,,,,,,,,,,,
Adam Pelech,D,8/16/1994,,,,,,,,,,,,,,,
Adrian Aucoin,D,7/3/1973,0.006,0.006,-0.001,0.001,0.029,,,,,,,,,,
Alain Nasreddine,D,7/10/1975,,,,,,,,,,,,,,,
Alec Martinez,D,7/26/1987,,,,-0.006,0.010,-0.008,0.000,-0.006,0.010,-0.009,0.004,-0.012,-0.011,0.018,
Alec Regula,D,8/6/2000,,,,,,,,,,,,,,,
Alex Biega,D,4/4/1988,,,,,,,,,,,,,,,
Alex Goligoski,D,7/30/1985,,0.009,-0.004,0.005,-0.008,-0.009,-0.001,-0.007,0.002,0.002,0.014,0.004,0.015,-0.003,0.005
Alex Grant,D,1/20/1989,,,,,,,,,,,,,,,
Alex Petrovic,D,3/3/1992,,,,,,,,,,,,,,,
Alex Pietrangelo,D,1/18/1990,,,,0.000,0.003,-0.002,-0.008,-0.014,-0.005,0.016,-0.005,0.000,0.010,-0.011,0.003
Alex Plante,D,5/9/1989,,,,,,,,,,,,,,,
Alex Vlasic,D,6/5/2001,,,,,,,,,,,,,,,
Alexander Edler,D,4/21/1986,0.003,0.001,-0.004,0.010,-0.002,0.018,0.004,0.007,0.005,0.001,-0.005,0.013,0.014,,
Alexander Romanov,D,1/6/2000,,,,,,,,,,,,,,-0.010,
Alexander Sulzer,D,5/30/1984,,,,-0.009,,,,,,,,,,,
Alexander Urbom,D,12/20/1990,,,,,,,,,,,,,,,
Alexandre Carrier,D,10/8/1996,,,,,,,,,,,,,,,0.002
Alexandre Picard,D,7/5/1985,0.011,0.022,-0.008,0.025,,,,,,,,,,,
Alexei Emelin,D,4/25/1986,,,,,,,0.018,,,,,,,,
Alexei Semenov,D,4/10/1981,0.020,,,,,,,,,,,,,,
Alexei Zhitnik,D,10/10/1972,-0.004,,,,,,,,,,,,,,
Alexey Marchenko,D,1/2/1992,,,,,,,,,,,,,,,
Allan Rourke,D,3/6/1980,,,,,,,,,,,,,,,
Anders Eriksson,D,1/9/1975,0.004,,,,,,,,,,,,,,
Andre Benoit,D,1/6/1984,,,,,,0.007,-0.008,-0.004,,,,,,,
Andreas Borgman,D,6/18/1995,,,,,,,,,,,,,,,
Andreas Englund,D,1/21/1996,,,,,,,,,,,,,,,
Andreas Lilja,D,7/13/1975,,,,,,,,,,,,,,,
Andrei Markov,D,12/20/1978,0.011,0.005,0.011,,-0.005,0.023,-0.001,0.011,0.013,0.010,,,,,
Andrei Zyuzin,D,1/21/1978,-0.004,,,,,,,,,,,,,,
Andrej Meszaros,D,10/13/1985,0.010,-0.005,-0.002,0.002,0.005,,0.009,-0.001,,,,,,,
Andrej Sekera,D,6/8/1986,-0.008,-0.002,-0.009,-0.010,0.004,-0.009,0.008,-0.001,-0.004,-0.005,-0.004,,,,
Andrej Sustr,D,11/29/1990,,,,,,,,,,,,,,,
Andrew Alberts,D,6/30/1981,,,,,,,,,,,,,,,
Andrew Bodnarchuk,D,7/11/1988,,,,,,,,,,,,,,,
Andrew Campbell,D,2/4/1988,,,,,,,,,,,,,,,
Andrew Ference,D,3/17/1979,-0.007,0.001,-0.005,,-0.015,,,,,,,,,,
Andrew Hutchinson,D,3/24/1980,,,,,,,,,,,,,,,
Andrew MacDonald,D,9/7/1986,,,-0.013,-0.008,-0.003,0.005,-0.003,0.002,,,,,,,
Andrew MacWilliam,D,3/25/1990,,,,,,,,,,,,,,,
Andrew Peeke,D,3/17/1998,,,,,,,,,,,,,,,
Andrey Pedan,D,7/3/1993,,,,,,,,,,,,,,,
Andrey Zubarev,D,3/3/1987,,,,,,,,,,,,,,,
Andy Greene,D,10/30/1982,0.005,-0.008,0.009,-0.004,,0.013,0.005,-0.008,,0.009,,,,,
Andy Sutton,D,3/10/1975,-0.009,,,,,,,,,,,,,,
Andy Welinski,D,4/27/1993,,,,,,,,,,,,,,,
Andy Wozniewski,D,5/25/1980,,,,,,,,,,,,,,,
Anssi Salmela,D,8/13/1984,,0.001,,,,,,,,,,,,,
Anthony Bitetto,D,7/15/1990,,,,,,,,,,,,,,,
Anthony DeAngelo,D,10/24/1995,,,,,,,,,,0.006,,,,,
Anton Babchuk,D,5/6/1984,,0.034,,0.014,-0.004,,,,,,,,,,
Anton Belov,D,7/29/1986,,,,,,,-0.010,,,,,,,,
Anton Lindholm,D,11/29/1994,,,,,,,,,,,,,,,
Anton Stralman,D,8/1/1986,-0.013,-0.013,-0.002,-0.010,-0.008,-0.013,,0.006,0.000,-0.002,-0.006,,,,
Anton Volchenkov,D,2/25/1982,,,,,,,,,,,,,,,
Artem Zub,D,10/3/1995,,,,,,,,,,,,,,,
Arturs Kulda,D,7/25/1988,,,,,,,,,,,,,,,
Ashton Sautner,D,5/27/1994,,,,,,,,,,,,,,,
Austin Strand,D,2/17/1997,,,,,,,,,,,,,,,
Barret Jackman,D,3/5/1981,0.001,0.012,,,,,,,,,,,,,
Ben Chiarot,D,5/9/1991,,,,,,,,,,,,,,,0.025
Ben Gleason,D,3/25/1998,,,,,,,,,,,,,,,
Ben Harpur,D,1/12/1995,,,,,,,,,,,,,,,
Ben Hutton,D,4/20/1993,,,,,,,,,-0.013,-0.001,-0.010,0.003,,,
Ben Lovejoy,D,2/20/1984,,,,,,,,,,,,,,,
Ben Thomas,D,5/28/1996,,,,,,,,,,,,,,,
Blake Hillman,D,1/26/1996,,,,,,,,,,,,,,,
Bobby Allen,D,11/14/1978,,,,,,,,,,,,,,,
Bobby Sanguinetti,D,2/29/1988,,,,,,,,,,,,,,,
Bogdan Kiselevich,D,2/14/1990,,,,,,,,,,,,,,,
Boris Valabik,D,2/14/1986,,,,,,,,,,,,,,,
Bowen Byram,D,6/13/2001,,,,,,,,,,,,,,,
Brad Hunt,D,8/24/1988,,,,,,,,,,,0.006,0.026,0.011,,-0.006
Brad Lukowich,D,8/12/1976,,,,,,,,,,,,,,,
Brad Stuart,D,11/6/1979,-0.005,,-0.010,0.022,,,,,,,,,,,
Braden Schneider,D,9/20/2001,,,,,,,,,,,,,,,
Brady Keeper,D,6/5/1996,,,,,,,,,,,,,,,
Brady Skjei,D,3/26/1994,,,,,,,,,,-0.011,-0.016,,,,
Brandon Carlo,D,11/26/1996,,,,,,,,,,,,,,,
Brandon Davidson,D,8/21/1991,,,,,,,,,,,,,,,
Brandon Gormley,D,2/18/1992,,,,,,,,,,,,,,,
Brandon Manning,D,6/4/1990,,,,,,,,,,,,,,,
Brandon Montour,D,4/11/1994,,,,,,,,,,-0.022,0.006,-0.007,-0.010,,0.000
Branislav Mezei,D,10/8/1980,,,,,,,,,,,,,,,
Brayden McNabb,D,1/21/1991,,,,,,,,-0.015,,,,,,,
Braydon Coburn,D,2/27/1985,0.013,0.000,-0.006,-0.007,,,,,,,,,,,
Brendan Bell,D,3/31/1983,,0.017,,,,,,,,,,,,,
Brendan Guhle,D,7/29/1997,,,,,,,,,,,,,,,
Brendan Mikkelson,D,6/22/1987,,,,,-0.011,,,,,,,,,,
Brendan Smith,D,2/8/1989,,,,,,-0.009,,,0.013,0.010,,,,,
Brendan Witt,D,2/20/1975,,,,,,,,,,,,,,,
Brenden Dillon,D,11/13/1990,,,,,,,,,,,,,,,
Brennan Menell,D,5/24/1997,,,,,,,,,,,,,,,
Brent Burns,D,3/9/1985,0.012,-0.003,-0.004,0.014,0.000,0.008,-0.018,0.001,-0.001,0.007,0.003,0.010,0.008,0.004,0.010
Brent Regner,D,5/17/1989,,,,,,,,,,,,,,,
Brent Seabrook,D,4/20/1985,0.011,0.002,-0.020,0.010,-0.004,0.013,0.003,0.003,0.011,-0.002,0.002,0.005,,,
Brent Sopel,D,1/7/1977,-0.003,,,,,,,,,,,,,,
Bret Hedican,D,8/10/1970,0.006,0.004,,,,,,,,,,,,,
Brett Bellemore,D,6/25/1988,,,,,,,,,,,,,,,
Brett Carson,D,11/29/1985,,,-0.009,,,,,,,,,,,,
Brett Clark,D,12/23/1976,-0.002,-0.008,0.004,0.012,-0.001,,,,,,,,,,
Brett Festerling,D,3/3/1986,,,,,,,,,,,,,,,
Brett Kulak,D,1/6/1994,,,,,,,,,,,,,,,
Brett Lebda,D,1/15/1982,-0.008,,,-0.008,,,,,,,,,,,
Brett Lernout,D,9/24/1995,,,,,,,,,,,,,,,
Brett Pesce,D,11/15/1994,,,,,,,,,-0.003,-0.021,,,,0.003,0.019
Brett Skinner,D,6/28/1983,,,,,,,,,,,,,,,
Brian Campbell,D,5/23/1979,0.002,0.005,0.005,0.008,-0.003,0.024,0.002,0.000,-0.001,0.011,,,,,
Brian Dumoulin,D,9/6/1991,,,,,,,,,-0.008,-0.008,,,,,
Brian Fahey,D,3/2/1981,,,,,,,,,,,,,,,
Brian Lashoff,D,7/16/1990,,,,,,,,,,,,,,,
Brian Lee,D,3/26/1987,,0.003,,,,,,,,,,,,,
Brian Pothier,D,4/15/1977,0.010,,0.006,,,,,,,,,,,,
Brian Rafalski,D,9/28/1973,0.019,0.009,0.013,-0.003,,,,,,,,,,,
Brian Salcido,D,4/14/1985,,,,,,,,,,,,,,,
Brian Strait,D,1/4/1988,,,,,,,,,,,,,,,
Brooks Orpik,D,9/26/1980,-0.004,0.020,,,,,,,,,,,,,
Bruno Gervais,D,10/3/1984,-0.010,-0.011,-0.003,,0.008,,,,,,,,,,
Bryan Allen,D,8/21/1980,-0.006,,,,,,,,,,,,,,
Bryan Berard,D,3/5/1977,0.005,,,,,,,,,,,,,,
Bryan Helmer,D,7/15/1972,,,,,,,,,,,,,,,
Bryan McCabe,D,6/8/1975,0.006,0.015,0.001,0.007,,,,,,,,,,,
Bryan Rodney,D,4/22/1984,,,-0.014,,,,,,,,,,,,
Bryce Salvador,D,2/11/1976,,,,,,,,,,,,,,,
